身份证前六位,省份,城市,区/县,简称,电话区号,邮政编码
152528,内蒙古自治区,锡林郭勒盟,镶黄旗,内蒙,0479,013250
152529,内蒙古自治区,锡林郭勒盟,正镶白旗,内蒙,0479,013800
152530,内蒙古自治区,锡林郭勒盟,正蓝旗,内蒙,0479,027200
152531,内蒙古自治区,锡林郭勒盟,多伦县,内蒙,0479,027300
152600,内蒙古自治区,乌兰察布盟,乌兰察布盟,内蒙,0474,
152900,内蒙古自治区,阿拉善盟,阿拉善盟,内蒙,0483,
152921,内蒙古自治区,阿拉善左旗,阿拉善左旗,内蒙,0483,750300
152922,内蒙古自治区,阿拉善右旗,阿拉善右旗,内蒙,0483,737300
152923,内蒙古自治区,额济纳旗,额济纳旗,内蒙,0483,735400
210000,辽宁省,辽宁省,辽宁省,辽,,
210100,辽宁省,沈阳市,沈阳市,辽,0024,110000
210101,辽宁省,沈阳市,市辖区,辽,0024,
210102,辽宁省,沈阳市,和平区,辽,0024,110000
210103,辽宁省,沈阳市,沈河区,辽,0024,110000
210104,辽宁省,沈阳市,大东区,辽,0024,110000
210105,辽宁省,沈阳市,皇姑区,辽,0024,110000
210106,辽宁省,沈阳市,铁西区,辽,0024,110020
210111,辽宁省,沈阳市,苏家屯区,辽,0024,110100
210112,辽宁省,沈阳市,东陵区,辽,0024,110000
210113,辽宁省,沈阳市,新城子区,辽,0024,110000
210114,辽宁省,沈阳市,于洪区,辽,0024,110000
210122,辽宁省,沈阳市,辽中县,辽,0024,110200
210123,辽宁省,沈阳市,康平县,辽,0024,110500
210124,辽宁省,沈阳市,法库县,辽,0024,110400
210181,辽宁省,沈阳市,新民市,辽,0024,110300
210200,辽宁省,大连市,大连市,辽,0411,116000
210201,辽宁省,大连市,市辖区,辽,0411,
210202,辽宁省,大连市,中山区,辽,0411,116000
210203,辽宁省,大连市,西岗区,辽,0411,116000
210204,辽宁省,大连市,沙河口区,辽,0411,116000
210211,辽宁省,大连市,甘井子区,辽,0411,116000
210212,辽宁省,大连市,旅顺口区,辽,0411,116000
210213,辽宁省,大连市,金州区,辽,0411,116000
210224,辽宁省,大连市,长海县,辽,0411,116500
210281,辽宁省,大连市,瓦房店市,辽,0411,116300
210282,辽宁省,大连市,普兰店市,辽,0411,116200
210283,辽宁省,大连市,庄河市,辽,0411,116400
210300,辽宁省,鞍山市,鞍山市,辽,0412,114000
210301,辽宁省,鞍山市,市辖区,辽,0412,
210302,辽宁省,鞍山市,铁东区,辽,0412,114000
210303,辽宁省,鞍山市,铁西区,辽,0412,114000
210304,辽宁省,鞍山市,立山区,辽,0412,114000
210311,辽宁省,鞍山市,千山区,辽,0412,114000
210321,辽宁省,鞍山市,台安县,辽,0412,114100
210323,辽宁省,鞍山市,岫岩满族自治县,辽,0412,118400
210381,辽宁省,鞍山市,海城市,辽,0412,114200
210400,辽宁省,抚顺市,抚顺市,辽,0413,113000
210401,辽宁省,抚顺市,市辖区,辽,0413,
210402,辽宁省,抚顺市,新抚区,辽,0413,113000
210403,辽宁省,抚顺市,东洲区,辽,0413,113000
210404,辽宁省,抚顺市,望花区,辽,0413,113000
210411,辽宁省,抚顺市,顺城区,辽,0413,113000
210421,辽宁省,抚顺市,抚顺县,辽,0413,113100
210422,辽宁省,抚顺市,新宾满族自治县,辽,0413,113200
210423,辽宁省,抚顺市,清原满族自治县,辽,0413,113300
210500,辽宁省,本溪市,本溪市,辽,0413,117000
210501,辽宁省,本溪市,市辖区,辽,0413,
210502,辽宁省,本溪市,平山区,辽,0413,117000
210503,辽宁省,本溪市,溪湖区,辽,0413,117000
210504,辽宁省,本溪市,明山区,辽,0413,117000
210505,辽宁省,本溪市,南芬区,辽,0413,117000
210521,辽宁省,本溪市,本溪满族自治县,辽,0413,117100
210522,辽宁省,本溪市,桓仁满族自治县,辽,0413,117200
210600,辽宁省,丹东市,丹东市,辽,0415,118000
210601,辽宁省,丹东市,市辖区,辽,0415,
210602,辽宁省,丹东市,元宝区,辽,0415,118000
210603,辽宁省,丹东市,振兴区,辽,0415,118000
210604,辽宁省,丹东市,振安区,辽,0415,118000
210624,辽宁省,丹东市,宽甸满族自治县,辽,0415,118200
210681,辽宁省,丹东市,东港市,辽,0415,118300
210682,辽宁省,丹东市,凤城市,辽,0415,118100
210700,辽宁省,锦州市,锦州市,辽,0416,121000
210701,辽宁省,锦州市,市辖区,辽,0416,
210702,辽宁省,锦州市,古塔区,辽,0416,121000
210703,辽宁省,锦州市,凌河区,辽,0416,121000
210711,辽宁省,锦州市,太和区,辽,0416,121000
210726,辽宁省,锦州市,黑山县,辽,0416,121400
210727,辽宁省,锦州市,义县,辽,0416,121100
210781,辽宁省,锦州市,凌海市,辽,0416,121200
210782,辽宁省,锦州市,北宁市,辽,0416,121300
210800,辽宁省,营口市,营口市,辽,0417,115000
210801,辽宁省,营口市,市辖区,辽,0417,
210802,辽宁省,营口市,站前区,辽,0417,115000
210803,辽宁省,营口市,西市区,辽,0417,115000
210804,辽宁省,营口市,鲅鱼圈区,辽,0417,115000
210811,辽宁省,营口市,老边区,辽,0417,115000
210881,辽宁省,营口市,盖州市,辽,0417,115200
210882,辽宁省,营口市,大石桥市,辽,0417,115100
210900,辽宁省,阜新市,阜新市,辽,0418,123000
210901,辽宁省,阜新市,市辖区,辽,0418,
210902,辽宁省,阜新市,海州区,辽,0418,123000
210903,辽宁省,阜新市,新邱区,辽,0418,123000
210904,辽宁省,阜新市,太平区,辽,0418,123000
210905,辽宁省,阜新市,清河门区,辽,0418,123000
210911,辽宁省,阜新市,细河区,辽,0418,123000
210921,辽宁省,阜新市,阜新蒙古族自治县,辽,0418,123100
210922,辽宁省,阜新市,彰武县,辽,0418,123200
211000,辽宁省,辽阳市,辽阳市,辽,0419,111000
211001,辽宁省,辽阳市,市辖区,辽,0419,
211002,辽宁省,辽阳市,白塔区,辽,0419,111000
211003,辽宁省,辽阳市,文圣区,辽,0419,111000
211004,辽宁省,辽阳市,宏伟区,辽,0419,111000
211005,辽宁省,辽阳市,弓长岭区,辽,0419,111000
211011,辽宁省,辽阳市,太子河区,辽,0419,111000
211021,辽宁省,辽阳市,辽阳县,辽,0419,111200
211081,辽宁省,辽阳市,灯塔市,辽,0419,111300
211100,辽宁省,盘锦市,盘锦市,辽,0427,124000
211101,辽宁省,盘锦市,市辖区,辽,0427,
211102,辽宁省,盘锦市,双台子区,辽,0427,124000
211103,辽宁省,盘锦市,兴隆台区,辽,0427,124000
211121,辽宁省,盘锦市,大洼县,辽,0427,124200
211122,辽宁省,盘锦市,盘山县,辽,0427,124100
211200,辽宁省,铁岭市,铁岭市,辽,0410,112000
211201,辽宁省,铁岭市,市辖区,辽,0410,
211202,辽宁省,铁岭市,银州区,辽,0410,112000
211204,辽宁省,铁岭市,清河区,辽,0410,112000
211221,辽宁省,铁岭市,铁岭县,辽,0410,112600
211223,辽宁省,铁岭市,西丰县,辽,0410,112400
211224,辽宁省,铁岭市,昌图县,辽,0410,112500
211281,辽宁省,铁岭市,调兵山市,辽,0410,
211282,辽宁省,铁岭市,开原市,辽,0410,112300
211300,辽宁省,朝阳市,朝阳市,辽,0421,122000
211301,辽宁省,朝阳市,市辖区,辽,0421,
211302,辽宁省,朝阳市,双塔区,辽,0421,122000
211303,辽宁省,朝阳市,龙城区,辽,0421,122000
211321,辽宁省,朝阳市,朝阳县,辽,0421,122000
211322,辽宁省,朝阳市,建平县,辽,0421,122400
211324,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,辽,0421,122300
211381,辽宁省,朝阳市,北票市,辽,0421,122100
211382,辽宁省,朝阳市,凌源市,辽,0421,122500
211400,辽宁省,葫芦岛市,葫芦岛市,辽,0429,125000
211401,辽宁省,葫芦岛市,市辖区,辽,0429,
211402,辽宁省,葫芦岛市,连山区,辽,0429,125000
211403,辽宁省,葫芦岛市,龙港区,辽,0429,125000
211404,辽宁省,葫芦岛市,南票区,辽,0429,125000
211421,辽宁省,葫芦岛市,绥中县,辽,0429,125200
211422,辽宁省,葫芦岛市,建昌县,辽,0429,125300
211481,辽宁省,葫芦岛市,兴城市,辽,0429,125100
220000,吉林省,吉林省,吉林省,吉,,
220100,吉林省,长春市,长春市,吉,0431,130000
220101,吉林省,长春市,市辖区,吉,0431,
220102,吉林省,长春市,南关区,吉,0431,130000
220103,吉林省,长春市,宽城区,吉,0431,130000
220104,吉林省,长春市,朝阳区,吉,0431,130000
220105,吉林省,长春市,二道区,吉,0431,130000
220106,吉林省,长春市,绿园区,吉,0431,130000
220112,吉林省,长春市,双阳区,吉,0431,130600
220122,吉林省,长春市,农安县,吉,0431,130200
220181,吉林省,长春市,九台市,吉,0431,130500
220182,吉林省,长春市,榆树市,吉,0431,130400
220183,吉林省,长春市,德惠市,吉,0431,130300
220200,吉林省,吉林市,吉林市,吉,0432,132000
220201,吉林省,吉林市,市辖区,吉,0432,
220202,吉林省,吉林市,昌邑区,吉,0432,132000
220203,吉林省,吉林市,龙潭区,吉,0432,132000
220204,吉林省,吉林市,船营区,吉,0432,132000
220211,吉林省,吉林市,丰满区,吉,0432,132000
220221,吉林省,吉林市,永吉县,吉,0432,132100
220281,吉林省,吉林市,蛟河市,吉,0432,132500
220282,吉林省,吉林市,桦甸市,吉,0423,132400
220283,吉林省,吉林市,舒兰市,吉,0432,132600
220284,吉林省,吉林市,磐石市,吉,0432,132300
220300,吉林省,四平市,四平市,吉,0434,136000
220301,吉林省,四平市,市辖区,吉,0434,
220302,吉林省,四平市,铁西区,吉,0434,136000
220303,吉林省,四平市,铁东区,吉,0434,136000
220322,吉林省,四平市,梨树县,吉,0434,136500
220323,吉林省,四平市,伊通满族自治县,吉,0434,130700
220381,吉林省,四平市,公主岭市,吉,0441,136100
220382,吉林省,四平市,双辽市,吉,0434,136400
220400,吉林省,辽源市,辽源市,吉,0437,136200
220401,吉林省,辽源市,市辖区,吉,0437,
220402,吉林省,辽源市,龙山区,吉,0437,136200
220403,吉林省,辽源市,西安区,吉,0437,136200
220421,吉林省,辽源市,东丰县,吉,0437,136300
220422,吉林省,辽源市,东辽县,吉,0437,136600
220500,吉林省,通化市,通化市,吉,0435,134000
220501,吉林省,通化市,市辖区,吉,0435,
220502,吉林省,通化市,东昌区,吉,0435,134000
220503,吉林省,通化市,二道江区,吉,0435,134000
220521,吉林省,通化市,通化县,吉,0435,134100
220523,吉林省,通化市,辉南县,吉,0435,135100
220524,吉林省,通化市,柳河县,吉,0435,135300
220581,吉林省,通化市,梅河口市,吉,0453,135000
220582,吉林省,通化市,集安市,吉,0454,134200
220600,吉林省,白山市,白山市,吉,0439,134300
220601,吉林省,白山市,市辖区,吉,0439,
220602,吉林省,白山市,八道江区,吉,0439,134300
220621,吉林省,白山市,抚松县,吉,0439,134500
220622,吉林省,白山市,靖宇县,吉,0439,135200
220623,吉林省,白山市,长白朝鲜族自治县,吉,0439,134400
220625,吉林省,白山市,江源县,吉,0439,134700
220681,吉林省,白山市,临江市,吉,0439,134600
220700,吉林省,松原市,松原市,吉,0438,138000
220701,吉林省,松原市,市辖区,吉,0438,
220702,吉林省,松原市,宁江区,吉,0438,138000
220721,吉林省,松原市,前郭尔罗斯蒙古族自治县,吉,0438,131100
220722,吉林省,松原市,长岭县,吉,0438,131500
220723,吉林省,松原市,乾安县,吉,0438,131400
220724,吉林省,松原市,扶余县,吉,0438,131200
220800,吉林省,白城市,白城市,吉,0436,137000
220801,吉林省,白城市,市辖区,吉,0436,
220802,吉林省,白城市,洮北区,吉,0436,137000
220821,吉林省,白城市,镇赉县,吉,0436,137300
220822,吉林省,白城市,通榆县,吉,0436,137200
220881,吉林省,白城市,洮南市,吉,4461,137100
220882,吉林省,白城市,大安市,吉,0436,131300
222400,吉林省,延边朝鲜族自治州,延边朝鲜族自治州,吉,0433,133000
222401,吉林省,延边朝鲜族自治州,延吉市,吉,0433,133000
222402,吉林省,延边朝鲜族自治州,图们市,吉,0436,133100
222403,吉林省,延边朝鲜族自治州,敦化市,吉,0435,133700
222404,吉林省,延边朝鲜族自治州,珲春市,吉,0433,133300
222405,吉林省,延边朝鲜族自治州,龙井市,吉,4438,133400
222406,吉林省,延边朝鲜族自治州,和龙市,吉,0433,133500
222424,吉林省,延边朝鲜族自治州,汪清县,吉,0433,133200
222426,吉林省,延边朝鲜族自治州,安图县,吉,0433,133600
230000,黑龙江省,黑龙江省,黑龙江省,黑,,
230100,黑龙江省,哈尔滨市,哈尔滨市,黑,0451,150000
230101,黑龙江省,哈尔滨市,市辖区,黑,0451,
230102,黑龙江省,哈尔滨市,道里区,黑,0451,150000
230103,黑龙江省,哈尔滨市,南岗区,黑,0451,150000
230104,黑龙江省,哈尔滨市,道外区,黑,0451,150000
230105,黑龙江省,哈尔滨市,太平区,黑,0451,150000
230106,黑龙江省,哈尔滨市,香坊区,黑,0451,150000
230107,黑龙江省,哈尔滨市,动力区,黑,0451,150000
230108,黑龙江省,哈尔滨市,平房区,黑,0451,150000
230121,黑龙江省,哈尔滨市,呼兰县,黑,0451,150500
230123,黑龙江省,哈尔滨市,依兰县,黑,0451,154800
230124,黑龙江省,哈尔滨市,方正县,黑,0451,150800
230125,黑龙江省,哈尔滨市,宾县,黑,0451,150400
230126,黑龙江省,哈尔滨市,巴彦县,黑,0451,151800
230127,黑龙江省,哈尔滨市,木兰县,黑,0451,151900
230128,黑龙江省,哈尔滨市,通河县,黑,0451,150900
230129,黑龙江省,哈尔滨市,延寿县,黑,0451,150700
230181,黑龙江省,哈尔滨市,阿城市,黑,0450,150300
230182,黑龙江省,哈尔滨市,双城市,黑,0451,150100
230183,黑龙江省,哈尔滨市,尚志市,黑,0451,150600
230184,黑龙江省,哈尔滨市,五常市,黑,0451,150200
230200,黑龙江省,齐齐哈尔市,齐齐哈尔市,黑,0452,161000
230201,黑龙江省,齐齐哈尔市,市辖区,黑,0452,
230202,黑龙江省,齐齐哈尔市,龙沙区,黑,0452,161000
230203,黑龙江省,齐齐哈尔市,建华区,黑,0452,161000
230204,黑龙江省,齐齐哈尔市,铁锋区,黑,0452,161000
230205,黑龙江省,齐齐哈尔市,昂昂溪区,黑,0452,161000
230206,黑龙江省,齐齐哈尔市,富拉尔基区,黑,0452,161000
230207,黑龙江省,齐齐哈尔市,碾子山区,黑,0452,161000
230208,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区,黑,0452,161000
230221,黑龙江省,齐齐哈尔市,龙江县,黑,0452,161100
230223,黑龙江省,齐齐哈尔市,依安县,黑,0452,161500
230224,黑龙江省,齐齐哈尔市,泰来县,黑,0452,162400
230225,黑龙江省,齐齐哈尔市,甘南县,黑,0452,162100
230227,黑龙江省,齐齐哈尔市,富裕县,黑,0452,161200
230229,黑龙江省,齐齐哈尔市,克山县,黑,0452,161600
230230,黑龙江省,齐齐哈尔市,克东县,黑,0452,164800
230231,黑龙江省,齐齐哈尔市,拜泉县,黑,0452,164700
230281,黑龙江省,齐齐哈尔市,讷河市,黑,0452,161300
230300,黑龙江省,鸡西市,鸡西市,黑,0467,158100
230301,黑龙江省,鸡西市,市辖区,黑,0467,
230302,黑龙江省,鸡西市,鸡冠区,黑,0467,158100
230303,黑龙江省,鸡西市,恒山区,黑,0467,158100
230304,黑龙江省,鸡西市,滴道区,黑,0467,158100
230305,黑龙江省,鸡西市,梨树区,黑,0467,158100
230306,黑龙江省,鸡西市,城子河区,黑,0467,158100
230307,黑龙江省,鸡西市,麻山区,黑,0467,158100
230321,黑龙江省,鸡西市,鸡东县,黑,0467,158200
230381,黑龙江省,鸡西市,虎林市,黑,0467,158400
230382,黑龙江省,鸡西市,密山市,黑,0467,158300
230400,黑龙江省,鹤岗市,鹤岗市,黑,0468,154100
230401,黑龙江省,鹤岗市,市辖区,黑,0468,
230402,黑龙江省,鹤岗市,向阳区,黑,0468,154100
230403,黑龙江省,鹤岗市,工农区,黑,0468,154100
230404,黑龙江省,鹤岗市,南山区,黑,0468,154100
230405,黑龙江省,鹤岗市,兴安区,黑,0468,154100
230406,黑龙江省,鹤岗市,东山区,黑,0468,154100
230407,黑龙江省,鹤岗市,兴山区,黑,0468,154100
230421,黑龙江省,鹤岗市,萝北县,黑,0468,154200
230422,黑龙江省,鹤岗市,绥滨县,黑,0468,156200
230500,黑龙江省,双鸭山市,双鸭山市,黑,0469,155100
230501,黑龙江省,双鸭山市,市辖区,黑,0469,
230502,黑龙江省,双鸭山市,尖山区,黑,0469,155100
230503,黑龙江省,双鸭山市,岭东区,黑,0469,155100
230505,黑龙江省,双鸭山市,四方台区,黑,0469,155100
230506,黑龙江省,双鸭山市,宝山区,黑,0469,155100
230521,黑龙江省,双鸭山市,集贤县,黑,0469,155900
230522,黑龙江省,双鸭山市,友谊县,黑,0469,155800
230523,黑龙江省,双鸭山市,宝清县,黑,0469,155600
230524,黑龙江省,双鸭山市,饶河县,黑,0469,155700
230600,黑龙江省,大庆市,大庆市,黑,0459,163000
230601,黑龙江省,大庆市,市辖区,黑,0459,
230602,黑龙江省,大庆市,萨尔图区,黑,0459,163000
230603,黑龙江省,大庆市,龙凤区,黑,0459,163000
230604,黑龙江省,大庆市,让胡路区,黑,0459,163000
230605,黑龙江省,大庆市,红岗区,黑,0459,163000
230606,黑龙江省,大庆市,大同区,黑,0459,163000
230621,黑龙江省,大庆市,肇州县,黑,0459,166400
230622,黑龙江省,大庆市,肇源县,黑,0459,166500
230623,黑龙江省,大庆市,林甸县,黑,0459,166300
230624,黑龙江省,大庆市,杜尔伯特蒙古族自治县,黑,0459,166200
230700,黑龙江省,伊春市,伊春市,黑,0458,153000
230701,黑龙江省,伊春市,市辖区,黑,0458,
